season,notes,date_signed,date_declared,sort_order,player_id,player_full_name,player_link,original_team_id,original_team_name,original_team_link,new_team_id,new_team_name,new_team_link,position_code,position_name,position_type,position_abbreviation,signed_year
2008,One year with a mutual option for 2010,2008-12-15,2008-11-03,NA,113833,Alan Embree,/api/v1/people/113833,133,Oakland Athletics,/api/v1/teams/133,115,Colorado Rockies,/api/v1/teams/115,E,Relief Pitcher,Pitcher,RP,2008
2008,Minor league contract - Released at end of spring training,2009-02-10,2008-11-03,NA,348563,Morgan Ensberg,/api/v1/people/348563,114,Cleveland Indians,/api/v1/teams/114,139,Tampa Bay Rays,/api/v1/teams/139,5,Third Base,Infielder,3B,2009
2008,Minor league contract,2009-01-19,2008-10-06,NA,113915,Shawn Estes,/api/v1/people/113915,135,San Diego Padres,/api/v1/teams/135,119,Los Angeles Dodgers,/api/v1/teams/119,S,Starting Pitcher,Pitcher,SP,2009
2008,One-year contract,2008-12-15,2008-10-31,NA,276361,Adam Everett,/api/v1/people/276361,142,Minnesota Twins,/api/v1/teams/142,116,Detroit Tigers,/api/v1/teams/116,6,Shortstop,Infielder,SS,2008
2008,Minor league contract,2009-01-19,2008-11-03,NA,454994,Brandon Fahey,/api/v1/people/454994,110,Baltimore Orioles,/api/v1/teams/110,141,Toronto Blue Jays,/api/v1/teams/141,6,Shortstop,Infielder,SS,2009
2008,Minor league free agent,NA,2008-09-29,NA,237346,Brian Falkenborg,/api/v1/people/237346,135,San Diego Padres,/api/v1/teams/135,NA,NA,/api/v1/teams/null,E,Relief Pitcher,Pitcher,RP,NA
2008,Two years with a vesting option for 2011,2008-12-15,2008-11-03,NA,150035,Kyle Farnsworth,/api/v1/people/150035,116,Detroit Tigers,/api/v1/teams/116,118,Kansas City Royals,/api/v1/teams/118,E,Relief Pitcher,Pitcher,RP,2008
2008,Minor league contract,2009-02-15,2008-12-13,NA,420864,Randy Flores,/api/v1/people/420864,138,St. Louis Cardinals,/api/v1/teams/138,115,Colorado Rockies,/api/v1/teams/115,E,Relief Pitcher,Pitcher,RP,2009
2008,One-year contract,2009-02-05,2008-11-04,NA,114260,Cliff Floyd,/api/v1/people/114260,139,Tampa Bay Rays,/api/v1/teams/139,135,San Diego Padres,/api/v1/teams/135,O,Outfield,Outfielder,OF,2009
2008,Minor league contract,2009-02-15,2008-11-01,NA,150319,Josh Fogg,/api/v1/people/150319,113,Cincinnati Reds,/api/v1/teams/113,115,Colorado Rockies,/api/v1/teams/115,S,Starting Pitcher,Pitcher,SP,2009
2008,Minor league contract,2009-01-16,2008-11-03,NA,407154,Casey Fossum,/api/v1/people/407154,116,Detroit Tigers,/api/v1/teams/116,121,New York Mets,/api/v1/teams/121,E,Relief Pitcher,Pitcher,RP,2009
2008,NA,NA,2008-11-01,NA,114342,Keith Foulke,/api/v1/people/114342,133,Oakland Athletics,/api/v1/teams/133,NA,NA,/api/v1/teams/null,E,Relief Pitcher,Pitcher,RP,NA
2008,Spring training invitee,2008-12-03,2008-10-30,NA,114354,Chad Fox,/api/v1/people/114354,112,Chicago Cubs,/api/v1/teams/112,112,Chicago Cubs,/api/v1/teams/112,E,Relief Pitcher,Pitcher,RP,2008
2008,Traded with Justin Turner and Brandon Waring for Ramon Hernandez and cash,2008-12-09,2008-12-09,NA,150472,Ryan Freel,/api/v1/people/150472,113,Cincinnati Reds,/api/v1/teams/113,110,Baltimore Orioles,/api/v1/teams/110,O,Outfield,Outfielder,OF,2008
2008,Two-year contract,2009-01-05,2008-11-01,NA,150118,Brian Fuentes,/api/v1/people/150118,115,Colorado Rockies,/api/v1/teams/115,108,Los Angeles Angels,/api/v1/teams/108,E,Relief Pitcher,Pitcher,RP,2009
2008,Three years with a club option for 2012,2008-12-20,2008-11-03,NA,279577,Rafael Furcal,/api/v1/people/279577,119,Los Angeles Dodgers,/api/v1/teams/119,119,Los Angeles Dodgers,/api/v1/teams/119,6,Shortstop,Infielder,SS,2008
2008,Unsigned through spring training,NA,2008-10-30,NA,150119,Freddy Garcia,/api/v1/people/150119,116,Detroit Tigers,/api/v1/teams/116,NA,NA,/api/v1/teams/null,S,Starting Pitcher,Pitcher,SP,NA
2008,One-year contract,2009-03-09,2008-10-31,NA,114596,Nomar Garciaparra,/api/v1/people/114596,119,Los Angeles Dodgers,/api/v1/teams/119,133,Oakland Athletics,/api/v1/teams/133,I,Infield,Infielder,IF,2009
2008,Minor league free agent,NA,2008-10-06,NA,421104,Lee Gardner,/api/v1/people/421104,146,Florida Marlins,/api/v1/teams/146,NA,NA,/api/v1/teams/null,E,Relief Pitcher,Pitcher,RP,NA
2008,One year with a mutual option for 2010,2009-01-29,2008-10-30,NA,279782,Jon Garland,/api/v1/people/279782,108,Los Angeles Angels,/api/v1/teams/108,109,Arizona Diamondbacks,/api/v1/teams/109,S,Starting Pitcher,Pitcher,SP,2009
2008,Minor league contract,2008-12-15,2008-12-13,NA,431157,Joey Gathright,/api/v1/people/431157,118,Kansas City Royals,/api/v1/teams/118,112,Chicago Cubs,/api/v1/teams/112,O,Outfield,Outfielder,OF,2008
2008,Spring training invitee,2009-01-12,2008-11-03,NA,407883,Franklyn German,/api/v1/people/407883,145,Chicago White Sox,/api/v1/teams/145,145,Chicago White Sox,/api/v1/teams/145,E,Relief Pitcher,Pitcher,RP,2009
2008,Minor league contract - Released at end of spring training,2009-03-13,2009-03-08,NA,407397,Esteban German,/api/v1/people/407397,118,Kansas City Royals,/api/v1/teams/118,112,Chicago Cubs,/api/v1/teams/112,I,Infield,Infielder,IF,2009
2008,Signed with Fukuoka SoftBank Hawks,NA,2008-09-29,NA,430683,Justin Germano,/api/v1/people/430683,135,San Diego Padres,/api/v1/teams/135,NA,NA,/api/v1/teams/null,S,Starting Pitcher,Pitcher,SP,NA
2008,One year with a club option for 2010,2009-01-08,2008-11-05,NA,114739,Jason Giambi,/api/v1/people/114739,147,New York Yankees,/api/v1/teams/147,133,Oakland Athletics,/api/v1/teams/133,3,First Base,Infielder,1B,2009
2008,Club option exercised,2008-11-07,2008-11-07,NA,114789,Brian Giles,/api/v1/people/114789,135,San Diego Padres,/api/v1/teams/135,135,San Diego Padres,/api/v1/teams/135,O,Outfield,Outfielder,OF,2008
2008,Minor league contract,2009-01-15,2008-09-29,NA,215197,Matt Ginter,/api/v1/people/215197,114,Cleveland Indians,/api/v1/teams/114,158,Milwaukee Brewers,/api/v1/teams/158,S,Starting Pitcher,Pitcher,SP,2009
2008,One-year contract,2009-02-20,2008-11-05,NA,114849,Tom Glavine,/api/v1/people/114849,144,Atlanta Braves,/api/v1/teams/144,144,Atlanta Braves,/api/v1/teams/144,S,Starting Pitcher,Pitcher,SP,2009
2008,Minor league contract,2009-01-16,2008-10-30,NA,150474,Gary Glover,/api/v1/people/150474,116,Detroit Tigers,/api/v1/teams/116,120,Washington Nationals,/api/v1/teams/120,E,Relief Pitcher,Pitcher,RP,2009
2008,Minor league contract,2009-02-02,2008-12-13,NA,430404,Jonny Gomes,/api/v1/people/430404,139,Tampa Bay Rays,/api/v1/teams/139,113,Cincinnati Reds,/api/v1/teams/113,O,Outfield,Outfielder,OF,2009
2008,Minor league contract,2008-12-10,2008-11-03,NA,434619,Enrique Gonzalez,/api/v1/people/434619,135,San Diego Padres,/api/v1/teams/135,111,Boston Red Sox,/api/v1/teams/111,E,Relief Pitcher,Pitcher,RP,2008
2008,Minor league contract,2009-02-06,2008-11-07,NA,429440,Edgar Gonzalez,/api/v1/people/429440,109,Arizona Diamondbacks,/api/v1/teams/109,133,Oakland Athletics,/api/v1/teams/133,S,Starting Pitcher,Pitcher,SP,2009
2008,NA,NA,2008-11-04,NA,114935,Luis Gonzalez,/api/v1/people/114935,146,Florida Marlins,/api/v1/teams/146,NA,NA,/api/v1/teams/null,O,Outfield,Outfielder,OF,NA
2008,Acquired for Matt Holliday with Greg Smith and Huston Street,2008-11-12,NA,NA,471865,Carlos González,/api/v1/people/471865,133,Oakland Athletics,/api/v1/teams/133,115,Colorado Rockies,/api/v1/teams/115,O,Outfield,Outfielder,OF,2008
2008,Spring training invitee,2008-12-11,2008-11-03,NA,430950,Brian Gordon,/api/v1/people/430950,140,Texas Rangers,/api/v1/teams/140,140,Texas Rangers,/api/v1/teams/140,E,Relief Pitcher,Pitcher,RP,2008
2008,NA,2009-02-06,2008-10-31,NA,114971,Tom Gordon,/api/v1/people/114971,143,Philadelphia Phillies,/api/v1/teams/143,109,Arizona Diamondbacks,/api/v1/teams/109,E,Relief Pitcher,Pitcher,RP,2009
2008,Traded for Mark Worrell and a PTBN (Luke Gregerson),2008-12-04,2008-12-04,NA,425867,Khalil Greene,/api/v1/people/425867,135,San Diego Padres,/api/v1/teams/135,138,St. Louis Cardinals,/api/v1/teams/138,6,Shortstop,Infielder,SS,2008
2008,Traded for for Jose Ceda,2008-11-13,2008-11-13,NA,276514,Kevin Gregg,/api/v1/people/276514,146,Florida Marlins,/api/v1/teams/146,112,Chicago Cubs,/api/v1/teams/112,E,Relief Pitcher,Pitcher,RP,2008
2008,One-year contract,2009-02-21,2008-11-04,NA,115135,Ken Griffey Jr.,/api/v1/people/115135,145,Chicago White Sox,/api/v1/teams/145,136,Seattle Mariners,/api/v1/teams/136,O,Outfield,Outfielder,OF,2009
2008,Unsigned through spring training,NA,2008-10-30,NA,115210,Mark Grudzielanek,/api/v1/people/115210,118,Kansas City Royals,/api/v1/teams/118,NA,NA,/api/v1/teams/null,4,Second Base,Infielder,2B,NA
2008,NA,2009-02-05,2008-10-30,NA,115216,Eddie Guardado,/api/v1/people/115216,142,Minnesota Twins,/api/v1/teams/142,140,Texas Rangers,/api/v1/teams/140,E,Relief Pitcher,Pitcher,RP,2009
2008,Club option exercised,2008-10-27,2008-10-27,NA,115223,Vladimir Guerrero,/api/v1/people/115223,108,Los Angeles Angels,/api/v1/teams/108,108,Los Angeles Angels,/api/v1/teams/108,9,Outfielder,Outfielder,RF,2008
2008,"<a href=""/news/article.jsp?ymd=20081211&content_id=3712527&vkey=hotstove2008&fext=.jsp"">Traded to Mariners in 12-player trade</a>",2008-12-10,NA,NA,429711,Franklin Gutierrez,/api/v1/people/429711,114,Cleveland Indians,/api/v1/teams/114,136,Seattle Mariners,/api/v1/teams/136,9,Outfielder,Outfielder,RF,2008
2008,Minor league contract,2009-02-02,2008-12-13,NA,446624,Charlie Haeger,/api/v1/people/446624,135,San Diego Padres,/api/v1/teams/135,119,Los Angeles Dodgers,/api/v1/teams/119,E,Relief Pitcher,Pitcher,RP,2009
2008,One-year contract,2009-01-08,2008-10-31,NA,150020,Jerry Hairston Jr.,/api/v1/people/150020,113,Cincinnati Reds,/api/v1/teams/113,113,Cincinnati Reds,/api/v1/teams/113,O,Outfield,Outfielder,OF,2009
2008,Spring training invitee,2008-12-23,2008-12-12,NA,425631,Robby Hammock,/api/v1/people/425631,109,Arizona Diamondbacks,/api/v1/teams/109,110,Baltimore Orioles,/api/v1/teams/110,2,Catcher,Catcher,C,2008
2008,One-year contract,2008-12-03,2008-11-05,NA,115399,Mike Hampton,/api/v1/people/115399,144,Atlanta Braves,/api/v1/teams/144,117,Houston Astros,/api/v1/teams/117,S,Starting Pitcher,Pitcher,SP,2008
2008,Club option exercised,2008-10-08,2008-10-08,NA,425848,Rich Harden,/api/v1/people/425848,112,Chicago Cubs,/api/v1/teams/112,112,Chicago Cubs,/api/v1/teams/112,S,Starting Pitcher,Pitcher,SP,2008
2008,One-year contract,2008-11-07,2008-10-31,NA,115629,LaTroy Hawkins,/api/v1/people/115629,117,Houston Astros,/api/v1/teams/117,117,Houston Astros,/api/v1/teams/117,E,Relief Pitcher,Pitcher,RP,2008
2008,Spring training invitee,2009-01-09,2008-09-30,NA,279566,Nathan Haynes,/api/v1/people/279566,139,Tampa Bay Rays,/api/v1/teams/139,140,Texas Rangers,/api/v1/teams/140,O,Outfield,Outfielder,OF,2009
2008,One-year contract,2009-01-02,2008-10-31,NA,424805,Mark Hendrickson,/api/v1/people/424805,146,Florida Marlins,/api/v1/teams/146,110,Baltimore Orioles,/api/v1/teams/110,S,Starting Pitcher,Pitcher,SP,2009
2008,Spring training invitee,2009-01-14,2008-11-03,NA,430675,Sean Henn,/api/v1/people/430675,135,San Diego Padres,/api/v1/teams/135,142,Minnesota Twins,/api/v1/teams/142,E,Relief Pitcher,Pitcher,RP,2009
2008,Spring training invitee,2008-11-17,2008-10-09,NA,430913,Brad Hennessey,/api/v1/people/430913,137,San Francisco Giants,/api/v1/teams/137,110,Baltimore Orioles,/api/v1/teams/110,S,Starting Pitcher,Pitcher,SP,2008
2008,Minor league contract,2009-01-08,2008-12-13,NA,454535,Clay Hensley,/api/v1/people/454535,135,San Diego Padres,/api/v1/teams/135,117,Houston Astros,/api/v1/teams/117,E,Relief Pitcher,Pitcher,RP,2009
2008,Minor league contract,2009-01-27,2008-11-01,NA,150382,Matt Herges,/api/v1/people/150382,115,Colorado Rockies,/api/v1/teams/115,114,Cleveland Indians,/api/v1/teams/114,E,Relief Pitcher,Pitcher,RP,2009
2008,Minor league contract,2008-11-18,2008-11-03,NA,434682,Luis Hernandez,/api/v1/people/434682,110,Baltimore Orioles,/api/v1/teams/110,118,Kansas City Royals,/api/v1/teams/118,6,Shortstop,Infielder,SS,2008
2008,"Traded with cash for Ryan Freel, Justin Turner and Brandon Waring",2008-12-09,2008-12-09,NA,150421,Ramon Hernandez,/api/v1/people/150421,110,Baltimore Orioles,/api/v1/teams/110,113,Cincinnati Reds,/api/v1/teams/113,2,Catcher,Catcher,C,2008
2008,Minor league free agent,NA,2008-10-14,NA,424465,Runelvys Hernandez,/api/v1/people/424465,117,Houston Astros,/api/v1/teams/117,NA,NA,/api/v1/teams/null,S,Starting Pitcher,Pitcher,SP,NA
2008,Minor league contract,2009-02-13,2008-11-01,NA,115817,Livan Hernandez,/api/v1/people/115817,115,Colorado Rockies,/api/v1/teams/115,121,New York Mets,/api/v1/teams/121,S,Starting Pitcher,Pitcher,SP,2009
2008,Spring training invitee,2008-12-13,2008-12-12,NA,468406,Jonathan Herrera,/api/v1/people/468406,115,Colorado Rockies,/api/v1/teams/115,115,Colorado Rockies,/api/v1/teams/115,4,Second Base,Infielder,2B,2008
2008,Traded for cash,2009-02-02,2009-02-02,NA,448179,Rich Hill,/api/v1/people/448179,112,Chicago Cubs,/api/v1/teams/112,110,Baltimore Orioles,/api/v1/teams/110,S,Starting Pitcher,Pitcher,SP,2009
2008,Minor league contract,2009-03-24,2009-03-18,NA,429718,Shawn Hill,/api/v1/people/429718,120,Washington Nationals,/api/v1/teams/120,135,San Diego Padres,/api/v1/teams/135,S,Starting Pitcher,Pitcher,SP,2009
2008,One-year contract,2009-01-30,2008-11-01,NA,400134,Eric Hinske,/api/v1/people/400134,139,Tampa Bay Rays,/api/v1/teams/139,134,Pittsburgh Pirates,/api/v1/teams/134,O,Outfield,Outfielder,OF,2009
2008,One-year contract,2009-01-16,2008-11-01,NA,116034,Trevor Hoffman,/api/v1/people/116034,135,San Diego Padres,/api/v1/teams/135,158,Milwaukee Brewers,/api/v1/teams/158,E,Relief Pitcher,Pitcher,RP,2009
2008,"Traded for Carlos Gonzalez, Greg Smith and Huston Street",2008-11-12,2008-11-12,NA,407812,Matt Holliday,/api/v1/people/407812,115,Colorado Rockies,/api/v1/teams/115,133,Oakland Athletics,/api/v1/teams/133,O,Outfield,Outfielder,OF,2008
2008,Minor league contract,2009-01-07,2008-10-01,NA,150137,Paul Hoover,/api/v1/people/150137,146,Florida Marlins,/api/v1/teams/146,143,Philadelphia Phillies,/api/v1/teams/143,2,Catcher,Catcher,C,2009
2008,Re-signed for one year,2008-12-15,2008-12-12,NA,440361,Norris Hopper,/api/v1/people/440361,113,Cincinnati Reds,/api/v1/teams/113,113,Cincinnati Reds,/api/v1/teams/113,O,Outfield,Outfielder,OF,2008
2008,"<a href=""/news/article.jsp?ymd=20081130&content_id=3695907&vkey=hotstove2008&fext=.jsp"">Minor League contract</a>",2008-10-29,2008-09-29,NA,407399,J.R. House,/api/v1/people/407399,117,Houston Astros,/api/v1/teams/117,118,Kansas City Royals,/api/v1/teams/118,2,Catcher,Catcher,C,2008
2008,"<a href=""/news/article.jsp?ymd=20090208&content_id=3809228&vkey=hotstove2008&fext=.jsp"">Three-year, $54M contract</a>",2009-02-08,NA,NA,429667,Ryan Howard,/api/v1/people/429667,143,Philadelphia Phillies,/api/v1/teams/143,143,Philadelphia Phillies,/api/v1/teams/143,3,First Base,Infielder,1B,2009
2008,One-year contract,2008-12-03,2008-10-30,NA,133982,Bob Howry,/api/v1/people/133982,112,Chicago Cubs,/api/v1/teams/112,137,San Francisco Giants,/api/v1/teams/137,E,Relief Pitcher,Pitcher,RP,2008
2008,Minor League contract,2009-02-24,2008-11-03,NA,408311,Justin Huber,/api/v1/people/408311,135,San Diego Padres,/api/v1/teams/135,142,Minnesota Twins,/api/v1/teams/142,O,Outfield,Outfielder,OF,2009
2008,One-year contract,2009-02-23,2008-11-01,NA,407861,Orlando Hudson,/api/v1/people/407861,109,Arizona Diamondbacks,/api/v1/teams/109,119,Los Angeles Dodgers,/api/v1/teams/119,4,Second Base,Infielder,2B,2009
2008,Three-year contract,2008-12-19,2008-10-30,NA,116380,Raul Ibanez,/api/v1/people/116380,136,Seattle Mariners,/api/v1/teams/136,143,Philadelphia Phillies,/api/v1/teams/143,O,Outfield,Outfielder,OF,2008
2008,Minor league contract,2009-02-21,2008-11-01,NA,116414,Jason Isringhausen,/api/v1/people/116414,138,St. Louis Cardinals,/api/v1/teams/138,139,Tampa Bay Rays,/api/v1/teams/139,E,Relief Pitcher,Pitcher,RP,2009
2008,Two-year contract,2008-12-16,2008-10-30,NA,285131,Cesar Izturis,/api/v1/people/285131,138,St. Louis Cardinals,/api/v1/teams/138,110,Baltimore Orioles,/api/v1/teams/110,6,Shortstop,Infielder,SS,2008
2008,Traded for Matthew Joyce,2008-12-11,2008-12-11,NA,429719,Edwin Jackson,/api/v1/people/429719,139,Tampa Bay Rays,/api/v1/teams/139,116,Detroit Tigers,/api/v1/teams/116,S,Starting Pitcher,Pitcher,SP,2008
2008,Traded for Juan Carlos Oviedo,2008-10-30,2008-10-30,NA,408312,Mike Jacobs,/api/v1/people/408312,146,Florida Marlins,/api/v1/teams/146,118,Kansas City Royals,/api/v1/teams/118,3,First Base,Infielder,1B,2008
2008,Unsigned at end of spring training,NA,2008-12-13,NA,460580,Chuck James,/api/v1/people/460580,144,Atlanta Braves,/api/v1/teams/144,NA,NA,/api/v1/teams/null,S,Starting Pitcher,Pitcher,SP,NA
2008,Minor league contract,2009-02-27,2008-10-20,NA,407298,Jason Jennings,/api/v1/people/407298,140,Texas Rangers,/api/v1/teams/140,140,Texas Rangers,/api/v1/teams/140,S,Starting Pitcher,Pitcher,SP,2009
2008,Spring training invitee,2008-11-25,2008-10-24,NA,150322,Mark Johnson,/api/v1/people/150322,138,St. Louis Cardinals,/api/v1/teams/138,112,Chicago Cubs,/api/v1/teams/112,2,Catcher,Catcher,C,2008
2008,Minor League contract,2009-02-05,NA,NA,431164,Tyler Johnson,/api/v1/people/431164,138,St. Louis Cardinals,/api/v1/teams/138,136,Seattle Mariners,/api/v1/teams/136,1,Pitcher,Pitcher,P,2009
2008,One-year contract,2008-12-30,2008-11-13,NA,116615,Randy Johnson,/api/v1/people/116615,109,Arizona Diamondbacks,/api/v1/teams/109,137,San Francisco Giants,/api/v1/teams/137,S,Starting Pitcher,Pitcher,SP,2008
2008,Minor league contract,2009-02-11,2009-01-15,NA,116662,Andruw Jones,/api/v1/people/116662,119,Los Angeles Dodgers,/api/v1/teams/119,140,Texas Rangers,/api/v1/teams/140,O,Outfield,Outfielder,OF,2009
2008,Announced retirement,NA,2008-10-30,NA,116734,Todd Jones,/api/v1/people/116734,116,Detroit Tigers,/api/v1/teams/116,NA,NA,/api/v1/teams/null,E,Relief Pitcher,Pitcher,RP,NA
2008,Spring training invitee,2008-11-19,2008-10-31,NA,407932,Ryan Jorgensen,/api/v1/people/407932,142,Minnesota Twins,/api/v1/teams/142,113,Cincinnati Reds,/api/v1/teams/113,2,Catcher,Catcher,C,2008
2008,"<a href=""/news/article.jsp?ymd=20081210&content_id=3712176&vkey=hotstove2008&fext=.jsp"">Traded for Edwin Jackson</a>",2008-12-10,NA,NA,459964,Matt Joyce,/api/v1/people/459964,116,Detroit Tigers,/api/v1/teams/116,139,Tampa Bay Rays,/api/v1/teams/139,9,Outfielder,Outfielder,RF,2008
2008,One-year contract,2008-12-05,2008-10-31,NA,406402,Jorge Julio,/api/v1/people/406402,144,Atlanta Braves,/api/v1/teams/144,158,Milwaukee Brewers,/api/v1/teams/158,E,Relief Pitcher,Pitcher,RP,2008
2008,One-year contract,2009-01-13,2008-10-30,NA,137002,Gabe Kapler,/api/v1/people/137002,158,Milwaukee Brewers,/api/v1/teams/158,139,Tampa Bay Rays,/api/v1/teams/139,O,Outfield,Outfielder,OF,2009
2008,Minor league contract,2009-02-18,2009-02-09,NA,150456,Adam Kennedy,/api/v1/people/150456,138,St. Louis Cardinals,/api/v1/teams/138,139,Tampa Bay Rays,/api/v1/teams/139,4,Second Base,Infielder,2B,2009
2008,"<a href=""/news/article.jsp?ymd=20090121&content_id=3760328&vkey=news_la&fext=.jsp&c_id=la"">Retired</a>",NA,2008-11-05,NA,116999,Jeff Kent,/api/v1/people/116999,119,Los Angeles Dodgers,/api/v1/teams/119,NA,NA,/api/v1/teams/null,4,Second Base,Infielder,2B,NA
2008,Traded for a PTBN (Drew Sutton),2009-03-31,2009-03-31,NA,433898,Jeff Keppinger,/api/v1/people/433898,113,Cincinnati Reds,/api/v1/teams/113,117,Houston Astros,/api/v1/teams/117,6,Shortstop,Infielder,SS,2009
2008,Minor league free agent,NA,2008-11-03,NA,150037,Ray King,/api/v1/people/150037,117,Houston Astros,/api/v1/teams/117,NA,NA,/api/v1/teams/null,E,Relief Pitcher,Pitcher,RP,NA
2008,Claimed off waivers,2009-02-18,2009-02-18,NA,445090,Bobby Korecky,/api/v1/people/445090,142,Minnesota Twins,/api/v1/teams/142,109,Arizona Diamondbacks,/api/v1/teams/109,E,Relief Pitcher,Pitcher,RP,2009
2008,One-year contract,2009-01-15,2008-11-01,NA,117276,Mark Kotsay,/api/v1/people/117276,111,Boston Red Sox,/api/v1/teams/111,111,Boston Red Sox,/api/v1/teams/111,O,Outfield,Outfielder,OF,2009
2008,One-year contract,2008-11-04,2008-10-30,NA,150178,Jason LaRue,/api/v1/people/150178,138,St. Louis Cardinals,/api/v1/teams/138,138,St. Louis Cardinals,/api/v1/teams/138,2,Catcher,Catcher,C,2008
2008,Club option exercised,2008-10-27,2008-10-27,NA,407793,John Lackey,/api/v1/people/407793,108,Los Angeles Angels,/api/v1/teams/108,108,Los Angeles Angels,/api/v1/teams/108,S,Starting Pitcher,Pitcher,SP,2008
2008,Traded for Guillermo Moscoso and Carlos Melo,2008-12-08,2008-12-08,NA,408042,Gerald Laird,/api/v1/people/408042,140,Texas Rangers,/api/v1/teams/140,116,Detroit Tigers,/api/v1/teams/116,2,Catcher,Catcher,C,2008
2008,Minor league contract,2008-11-03,2008-10-23,NA,407798,Ryan Langerhans,/api/v1/people/407798,120,Washington Nationals,/api/v1/teams/120,120,Washington Nationals,/api/v1/teams/120,O,Outfield,Outfielder,OF,2008
2008,Minor league contract,2008-12-23,2008-12-13,NA,425656,Wilfredo Ledezma,/api/v1/people/425656,109,Arizona Diamondbacks,/api/v1/teams/109,120,Washington Nationals,/api/v1/teams/120,E,Relief Pitcher,Pitcher,RP,2008
2008,NA,NA,2008-10-31,NA,117758,Jon Lieber,/api/v1/people/117758,112,Chicago Cubs,/api/v1/teams/112,NA,NA,/api/v1/teams/null,S,Starting Pitcher,Pitcher,SP,NA
2008,"Traded with Tyler Flowers, Jon Gilmore and Santos Rodriguez for Boone Logan and Javier Vazquez",2008-12-04,2008-12-04,NA,452121,Brent Lillibridge,/api/v1/people/452121,144,Atlanta Braves,/api/v1/teams/144,145,Chicago White Sox,/api/v1/teams/145,6,Shortstop,Infielder,SS,2008
2008,"<a href=""/news/article.jsp?ymd=20081204&content_id=3702521&vkey=news_cin&fext=.jsp&c_id=cin"">Re-signed for two years</a>",2008-12-04,2008-10-30,NA,150221,Mike Lincoln,/api/v1/people/150221,113,Cincinnati Reds,/api/v1/teams/113,113,Cincinnati Reds,/api/v1/teams/113,E,Relief Pitcher,Pitcher,RP,2008
2008,"<a href=""/news/article.jsp?ymd=20081128&content_id=3695565&vkey=hotstove2008&fext=.jsp"">Traded to Red Sox</a>",2008-11-28,2008-11-28,NA,452725,Wes Littleton,/api/v1/people/452725,140,Texas Rangers,/api/v1/teams/140,111,Boston Red Sox,/api/v1/teams/111,1,Pitcher,Pitcher,P,2008
2008,"<a href=""/news/article.jsp?ymd=20100120&content_id=7946696&vkey=news_col&fext=.jsp&c_id=col"">Minor League contract</a>",2010-01-22,2008-10-30,NA,134001,Paul Lo Duca,/api/v1/people/134001,146,Florida Marlins,/api/v1/teams/146,115,Colorado Rockies,/api/v1/teams/115,2,Catcher,Catcher,C,2010
2008,Signed with Fukuoka SoftBank Hawks,NA,2008-11-26,NA,434180,Kameron Loe,/api/v1/people/434180,140,Texas Rangers,/api/v1/teams/140,NA,NA,/api/v1/teams/null,E,Relief Pitcher,Pitcher,RP,NA
2008,"Traded with Javier Vazquez for Tyler Flowers, Brent Lillibridge, Jon Gilmore and Santos Rodriguez",2008-12-04,2008-12-04,NA,457429,Boone Logan,/api/v1/people/457429,145,Chicago White Sox,/api/v1/teams/145,144,Atlanta Braves,/api/v1/teams/144,E,Relief Pitcher,Pitcher,RP,2008
2008,One year with a club option for 2010,2009-02-12,2008-10-30,NA,131702,Braden Looper,/api/v1/people/131702,138,St. Louis Cardinals,/api/v1/teams/138,158,Milwaukee Brewers,/api/v1/teams/158,S,Starting Pitcher,Pitcher,SP,2009
2008,One-year contract,2008-12-12,2008-10-30,NA,150479,Felipe Lopez,/api/v1/people/150479,138,St. Louis Cardinals,/api/v1/teams/138,109,Arizona Diamondbacks,/api/v1/teams/109,I,Infield,Infielder,IF,2008
2008,Non-tendered,NA,2008-12-12,NA,425658,Aquilino Lopez,/api/v1/people/425658,116,Detroit Tigers,/api/v1/teams/116,NA,NA,/api/v1/teams/null,E,Relief Pitcher,Pitcher,RP,NA
2008,One-year contract,2008-12-10,2008-10-30,NA,117928,Mark Loretta,/api/v1/people/117928,117,Houston Astros,/api/v1/teams/117,119,Los Angeles Dodgers,/api/v1/teams/119,I,Infield,Infielder,IF,2008
2008,Four-year contract,2009-01-15,2008-10-30,NA,117955,Derek Lowe,/api/v1/people/117955,119,Los Angeles Dodgers,/api/v1/teams/119,144,Atlanta Braves,/api/v1/teams/144,S,Starting Pitcher,Pitcher,SP,2009
2008,Minor league contract,2008-12-06,2008-10-09,NA,425659,Hector Luna,/api/v1/people/425659,141,Toronto Blue Jays,/api/v1/teams/141,119,Los Angeles Dodgers,/api/v1/teams/119,11,Pinch Hitter,Hitter,PH,2008
2008,One-year contract,2009-01-26,2008-11-03,NA,407193,Brandon Lyon,/api/v1/people/407193,109,Arizona Diamondbacks,/api/v1/teams/109,116,Detroit Tigers,/api/v1/teams/116,E,Relief Pitcher,Pitcher,RP,2009
2008,"<a href=""/news/article.jsp?ymd=20090126&content_id=3773686&vkey=hotstove2008&fext=.jsp"">Minor League contract</a>",2009-01-26,2008-11-03,NA,406670,Rob Mackowiak,/api/v1/people/406670,113,Cincinnati Reds,/api/v1/teams/113,121,New York Mets,/api/v1/teams/121,O,Outfield,Outfielder,OF,2009
